timestamp,name,location,access
2011-04-26T16:30:00-04:00,"The President meets with Secretary of Defense Gates","Oval Office","Closed Press"
2011-04-25T09:30:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2011-04-25T10:15:00-04:00,"The First Family attends the 2011 White House Easter Egg Roll; the President delivers remarks","South Lawn","Open to pre-credentialed media"
2011-04-25T11:30:00-04:00,"The President meets with his national security team on Afghanistan and Pakistan","The Situation Room","Closed Press"
2011-04-25T14:35:00-04:00,"The President meets with Attorney General Holder","Oval Office","Closed Press"
2011-04-22T11:55:00-04:00,"The President departs Los Angeles, California","Los Angeles International Airport","Open Press"
2011-04-22T16:15:00-04:00,"The President arrives Andrews Air Force Base","Andrews Air Force Base",
2011-04-21T12:40:00-04:00,"The President delivers remarks at a DNC event","California, San Francisco, St. Regis Hotel","Print Pool"
2011-04-21T13:35:00-04:00,"The President departs San Francisco, California","San Francisco International Airport","Open Press"
2011-04-21T14:30:00-04:00,"The President arrives in Reno, Nevada","Reno-Tahoe International Airport","Open Press"
2011-04-21T14:50:00-04:00,"The President participates in a Shared Responsibility and Shared Prosperity town hall where he will discuss his vision for bringing down our deficit","Reno, Nevada, Inc., ElectraTherm","Pooled TV, Open to Correspondents"
2011-04-21T16:30:00-04:00,"The President departs Reno, Nevada","Reno-Tahoe International Airport","Open Press"
2011-04-21T17:45:00-04:00,"The President arrives in Los Angeles, California","Los Angeles International Airport","Open Press"
2011-04-21T20:30:00-04:00,"The President delivers remarks at a DNC event","Los Angeles, California, The Commissary at Sony Picture Studios","Print Pool"
2011-04-21T21:55:00-04:00,"The President delivers remarks at a DNC event","Los Angeles, California, Soundstage 30 at Sony Picture Studios","Pooled TV, Open to Correspondents"
2011-04-21T22:50:00-04:00,"The President delivers remarks at a DNC event","7:50 PM PDT","Print Pool"
2011-04-20T09:20:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2011-04-20T10:05:00-04:00,"The President departs the White House","South Drive","Travel Pool Coverage"
2011-04-20T10:40:00-04:00,"The President departs Andrews Air Force Base en route San Francisco, California","Andrews Air Force Base","Travel Pool Coverage"
2011-04-20T16:30:00-04:00,"The President arrives in San Francisco, California","San Francisco International Airport","Open Press"
2011-04-20T16:45:00-04:00,"The President participates in a Shared Responsibility and Shared Prosperity town hall hosted by Facebook to discuss his vision for bringing down our deficit","California, Palo Alto, Facebook Headquarters",
2011-04-20T21:15:00-04:00,"The President delivers remarks at a DNC event","Private Residence, California, San Francisco","Print Pool"
2011-04-20T23:30:00-04:00,"The President delivers remarks at a DNC event","California, San Francisco, Nob Hill Masonic Center",
2011-04-19T08:35:00-04:00,"The President hosts an Easter Prayer Breakfast","East Room","Pooled Press"
2011-04-19T10:15:00-04:00,"The President holds a town hall to discuss his vision for reducing our debt and bringing down our deficit, based on the values of shared responsibility and shared prosperity","Northern Virginia Community College, Annandale Campus","Open Press"
2011-04-19T12:30:00-04:00,"The Vice President attends an event for Senator Sherrod Brown","Ohio, Cleveland",
2011-04-19T15:25:00-04:00,"The President meets with a broad group of business, law enforcement, faith, and current and former elected and appointed leaders from across the political spectrum on the importance of fixing our nation's broken immigration system for our 21st century eco","State Dining Room","Closed Press"
2011-04-19T16:30:00-04:00,"The President meets with Secretary of Defense Gates","Oval Office","Closed Press"
2011-04-18T09:30:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2011-04-18T11:30:00-04:00,"The Vice President meets with Director of the Office of Management and Budget Jacob Lew, Director of the National Economic Council Gene Sperling, and senior advisors to discuss fiscal policy",,"Closed Press"
2011-04-18T11:45:00-04:00,"The President meets with senior advisors","Oval Office","Closed Press"
2011-04-18T12:00:00-04:00,"Briefing by Press Secretary Jay Carney","James S. Brady Briefing Room","Open Press"
2011-04-18T13:45:00-04:00,"The President presents the Commander-in-Chief Trophy to the Air Force Academy football team","Rose Garden","Open Press"
2011-04-18T14:00:00-04:00,"The Vice President meets with the leadership of the African Union High-Level Implementation Panel for Sudan",,"Closed Press"
2011-04-18T15:05:00-04:00,"The President is interviewed by KCNC Denver, WRAL Raleigh, WFAA Dallas and WTHR Indianapolis","Map Room","Closed Press"
2011-04-18T16:30:00-04:00,"The President and the Vice President meet with Secretary of State Clinton","Oval Office","Closed Press"
2011-04-18T18:30:00-04:00,"The President and the First Lady mark the beginning of Passover with a Seder at the White House","Old Family Dining Room","Closed Press"
2011-04-15T12:55:00-04:00,"The President departs Chicago, Illinois en route Andrews Air Force Base","Chicago OâHare International Airport","Open Press"
2011-04-15T13:00:00-04:00,"The Vice President meets with Director of the Office of Management and Budget Jacob Lew, Director of the National Economic Council Gene Sperling, and senior advisors to discuss fiscal policy",,"Closed Press"
2011-04-15T14:35:00-04:00,"The President arrives at Andrews Air Force Base","Andrews Air Foce Base","Travel Pool Coverage"
2011-04-15T14:50:00-04:00,"The President arrives at the White House","South Lawn","Open Press"
2011-04-15T15:20:00-04:00,"The President and the Vice President meet with leadership of the National Conference of State Legislators","Roosevelt Room","Closed Press"
2011-04-14T09:30:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2011-04-14T10:00:00-04:00,"The President meets with senior advisors","Oval Office","Closed Press"
2011-04-14T10:45:00-04:00,"The President and the Vice President meet with Erskine Bowles and Alan Simpson","Oval Office","Pool Spray at the Bottom"
2011-04-14T13:15:00-04:00,"Briefing by Press Secretary Jay Carney","James S. Brady Briefing Room","Open Press"
2011-04-14T14:00:00-04:00,"The President holds a bilateral meeting with Amir Hamad bin Khalifa al-Thani of Qatar","Oval Office","Closed Press"
2011-04-14T14:50:00-04:00,"The President and Amir Hamad bin Khalifa al-Thani of Qatar deliver statements to the press","Oval Office","Pooled Press"
2011-04-14T16:05:00-04:00,"The President departs the White House en route Andrews Air Force Base","South Lawn","Open Press"
2011-04-14T16:20:00-04:00,"The President departs Andrews Air Force Base en route Chicago, Illinois","Andrews Air Foce Base","Travel Pool Coverage"
2011-04-14T18:10:00-04:00,"The President arrives in Chicago, Illinois","Chicago OâHare International Airport",
2011-04-14T19:25:00-04:00,"The President delivers remarks at a DNC event","Chicago, Illinois, N9NE Restaurant","Print Pool"
2011-04-14T20:35:00-04:00,"The President delivers remarks at a DNC event","Chicago, Illinois, MK Restaurant","Print Pool"
2011-04-14T22:30:00-04:00,"The President delivers remarks at a DNC event","Chicago, Illinois, Navy Pier","Pooled TV, Open to Correspondents"
2011-04-13T10:10:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2011-04-13T10:40:00-04:00,"The President and the Vice President meet with bipartisan House and Senate leadership to discuss fiscal policy","Cabinet Room","Pool Spray at the Top"
2011-04-13T13:35:00-04:00,"The President delivers a speech on fiscal policy","Washington, DC, The George Washington University","Pooled Press"
2011-04-13T15:30:00-04:00,"The Vice President meets with the Amir of Qatar, His Highness Hamad bin Khalifa al-Thani",,"Closed Press"
2011-04-12T09:30:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2011-04-12T10:00:00-04:00,"The President meets with senior advisors","Oval Office","Closed Press"
2011-04-12T10:00:00-04:00,"The Vice President and Secretary of the Interior Ken Salazar host a plaque dedication ceremony to honor Former Senate Majority Leader Bob Dole","World War II Memorial","Open Press"
2011-04-12T12:00:00-04:00,"The President, the Vice President, the First Lady and Dr. Biden deliver remarks at the launch of the First Lady and Dr. Jill Bidenâs national initiative to support and honor Americaâs service members and their families","East Room","Open Press"
2011-04-12T13:30:00-04:00,"Briefing by Press Secretary Jay Carney","James S. Brady Briefing Room","Open Press"
2011-04-12T14:15:00-04:00,"The President meets with the Director of the Office of Personnel Management John Berry","Oval Office","Closed Press"
2011-04-12T14:30:00-04:00,"The Vice President meets with Prime Minister Raila Odinga of Kenya","Roosevelt Room","Pool Spray at the Top"
2011-04-12T16:30:00-04:00,"The President and the Vice President meet with Secretary of Defense Gates","Oval Office","Closed Press"
2011-04-12T17:00:00-04:00,"The President and the Vice President meet with Secretary of State Clinton","Oval Office","Closed Press"
2011-04-11T10:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2011-04-11T11:30:00-04:00,"The President holds a meeting on Libya","Situation Room","Closed Press"
2011-04-11T12:30:00-04:00,"Briefing by Press Secretary Jay Carney","James S. Brady Briefing Room","Open Press"
2011-04-11T18:30:00-04:00,"The Vice President and Dr. Biden host a dinner for freshman senators","Naval Observatory",
2011-04-08T09:30:00-04:00,"The Vice President addresses the Hearst Magazines Management Conference","D.C., Newseum in Washington",
2011-04-07T09:30:00-04:00,"The President and the Vice President receive the Presidential Daily Briefing","Oval Office","Closed Press"
2011-04-07T12:30:00-04:00,"The President and the Vice President meet for lunch","Private Dining Room","Closed Press"
2011-04-07T12:30:00-04:00,"Briefing by Press Secretary Jay Carney",,
2011-04-07T13:00:00-04:00,"The President and the Vice President meet with Speaker John Boehner and Senate Majority Leader Harry Reid to discuss ongoing negotiations on a funding bill","Oval Office","Closed Press"
2011-04-07T14:00:00-04:00,"The President meets with Secretary of the Treasury Geithner","Oval Office","Closed Press"
2011-04-07T14:15:00-04:00,"The Vice President meets with Senator Lindsey Graham",,"Closed Press"
2011-04-07T15:45:00-04:00,"The President meets with Colombian President Juan Manuel Santos",,"Closed Press"
2011-04-07T16:20:00-04:00,"The President and Colombian President Juan Manuel Santos will deliver statements to the press","Oval Office","Pooled Press"
2011-04-07T20:00:00-04:00,"The President and the Vice President meet with Speaker John Boehner and Senate Majority Leader Harry Reid to discuss ongoing negotiations on a funding bill","Oval Office","Closed Press"
2011-04-06T11:00:00-04:00,"The President receives the Presidential Daily Briefing","Oval Office","Closed Press"
2011-04-06T12:15:00-04:00,"The President departs the White House en route Andrews Air Force Base","South Lawn","Open Press"
2011-04-06T12:30:00-04:00,"The President departs Andrews Air Force Base en route Philadelphia, Pennsylvania","Andrews Air Force Base","Travel Pool Coverage"
2011-04-06T13:15:00-04:00,"The President arrives in Philadelphia, Pennsylvania","Philadelphia International Airport","Open Press"
2011-04-06T13:15:00-04:00,"The Vice President participates in a conference call with college and university presidents from across the country to call attention to the high rates of sexual assault and violence committed against young women in schools and on campuses",,
